43829.0,43829.000023148146,1,1832000,1840000,USB,1,0,0,0,1
43829.00069444445,43829.00071759259,1,3565000,3573000,USB,1,0,0,0,1
43829.001388888886,43829.00141203704,1,7066000,7074000,USB,1,0,0,0,1
43829.00208333333,43829.00210648148,1,10128000,10136000,USB,1,0,0,0,1
43829.00277777778,43829.002800925926,1,1832000,1840000,USB,1,0,0,0,1
43829.00347222222,43829.00349537037,1,3565000,3573000,USB,1,0,0,0,1
43829.004166666666,43829.00418981481,1,7066000,7074000,USB,1,0,0,0,1
43829.00486111111,43829.00488425926,1,10128000,10136000,USB,1,0,0,0,1
43829.00555555556,43829.005578703705,1,1832000,1840000,USB,1,0,0,0,1
43829.00625,43829.006273148145,1,3565000,3573000,USB,1,0,0,0,1
43829.006944444445,43829.00696759259,1,7066000,7074000,USB,1,0,0,0,1
43829.00763888889,43829.00766203704,1,10128000,10136000,USB,1,0,0,0,1
43829.00833333333,43829.008356481485,1,1832000,1840000,USB,1,0,0,0,1
43829.00902777778,43829.009050925924,1,3565000,3573000,USB,1,0,0,0,1
43829.009722222225,43829.00974537037,1,7066000,7074000,USB,1,0,0,0,1
43829.010416666664,43829.01043981482,1,10128000,10136000,USB,1,0,0,0,1
43829.01111111111,43829.01113425926,1,1832000,1840000,USB,1,0,0,0,1
43829.01180555556,43829.011828703704,1,3565000,3573000,USB,1,0,0,0,1
43829.0125,43829.01252314815,1,7066000,7074000,USB,1,0,0,0,1
43829.013194444444,43829.01321759259,1,10128000,10136000,USB,1,0,0,0,1
43829.01388888889,43829.01391203704,1,1832000,1840000,USB,1,0,0,0,1
43829.01458333333,43829.01460648148,1,3565000,3573000,USB,1,0,0,0,1
43829.01527777778,43829.01530092592,1,7066000,7074000,USB,1,0,0,0,1
43829.01597222222,43829.01599537037,1,10128000,10136000,USB,1,0,0,0,1
43829.01666666667,43829.016689814816,1,1832000,1840000,USB,1,0,0,0,1
43829.01736111111,43829.017384259256,1,3565000,3573000,USB,1,0,0,0,1
43829.018055555556,43829.0180787037,1,7066000,7074000,USB,1,0,0,0,1
43829.01875,43829.01877314815,1,10128000,10136000,USB,1,0,0,0,1
43829.01944444444,43829.019467592596,1,1832000,1840000,USB,1,0,0,0,1
43829.02013888889,43829.020162037035,1,3565000,3573000,USB,1,0,0,0,1
43829.020833333336,43829.02085648148,1,7066000,7074000,USB,1,0,0,0,1
43829.021527777775,43829.02155092593,1,10128000,10136000,USB,1,0,0,0,1
43829.02222222222,43829.02224537037,1,1832000,1840000,USB,1,0,0,0,1
43829.02291666667,43829.022939814815,1,3565000,3573000,USB,1,0,0,0,1
43829.02361111111,43829.02363425926,1,7066000,7074000,USB,1,0,0,0,1
43829.024305555555,43829.0243287037,1,10128000,10136000,USB,1,0,0,0,1
43829.025,43829.02502314815,1,1832000,1840000,USB,1,0,0,0,1
43829.02569444444,43829.025717592594,1,3565000,3573000,USB,1,0,0,0,1
43829.02638888889,43829.026412037034,1,7066000,7074000,USB,1,0,0,0,1
43829.027083333334,43829.02710648148,1,10128000,10136000,USB,1,0,0,0,1
43829.02777777778,43829.02780092593,1,1832000,1840000,USB,1,0,0,0,1
43829.02847222222,43829.028495370374,1,3565000,3573000,USB,1,0,0,0,1
43829.02916666667,43829.02918981481,1,7066000,7074000,USB,1,0,0,0,1
43829.029861111114,43829.02988425926,1,10128000,10136000,USB,1,0,0,0,1
43829.03055555555,43829.03057870371,1,1832000,1840000,USB,1,0,0,0,1
43829.03125,43829.031273148146,1,3565000,3573000,USB,1,0,0,0,1
43829.03194444445,43829.03196759259,1,7066000,7074000,USB,1,0,0,0,1
43829.032638888886,43829.03266203704,1,10128000,10136000,USB,1,0,0,0,1
43829.03333333333,43829.03335648148,1,1832000,1840000,USB,1,0,0,0,1
43829.03402777778,43829.034050925926,1,3565000,3573000,USB,1,0,0,0,1
43829.03472222222,43829.03474537037,1,7066000,7074000,USB,1,0,0,0,1
43829.035416666666,43829.03543981481,1,10128000,10136000,USB,1,0,0,0,1
43829.03611111111,43829.03613425926,1,1832000,1840000,USB,1,0,0,0,1
43829.03680555556,43829.036828703705,1,3565000,3573000,USB,1,0,0,0,1
43829.0375,43829.037523148145,1,7066000,7074000,USB,1,0,0,0,1
43829.038194444445,43829.03821759259,1,10128000,10136000,USB,1,0,0,0,1
43829.03888888889,43829.03891203704,1,1832000,1840000,USB,1,0,0,0,1
43829.03958333333,43829.039606481485,1,3565000,3573000,USB,1,0,0,0,1
43829.04027777778,43829.040300925924,1,7066000,7074000,USB,1,0,0,0,1
